"Hanya Tuhan Yang Tahu Ku Cinta kau .","id"
"Makan nasi kerabu terbaikkk http://t.co/fn6QEICB","id"
"????????????????????????????????????????????????????????????????????????????????????????????","ja"
"The differences with the 2nd place is T___T RT 2PM_Memoria: [INFO] 2? 12? ??? ?? ??? ?? 1?? 29,454?  http://t.co/0RlEHnmq","ko"
"Wakker ,goodmornin'","af"
"RT @factsonfemales: I can't promise you that i'll be there the rest of your life, but I promise you that I will love you for the rest of ...","en"
"@varlegui yo que trabajé igual lo siento así. Para el resto es re Lunes jeje","es"
"@_megalkarven shit happens! ??? ????????? ???? ?? ????? ????? (???? 2). ??????????? ? ??????? ? ?????????? ????","ru"
"#QIKA. a hale sjeni tu e dit pse DJEMT jav bajn POKE a?","hr"
"RT @agthpricalla: I'M NOT SAY 'HAPPY VALENTINE DAYS' BECAUSE I'M MUSLIM RELIGION! ;)","en"
"@dokumawari ?????????????????????????","ja"
"???","ja"
"http://t.co/GUcsb2P4 http://t.co/PhlriR3r","unknown"
"Dugem weh hayoh koplak","so"
"Idc what you're doing, with who you're doing it. As long as you just stay the fuck away from me .","en"
"???????????????
??????????????

?????????????
?????????(???)?","ja"
"Antes de dormir deixei um pacote de biscoito na beirada da cama. Sou esperto.","pt"
"Di RS malah main tebak2 lagu bukannya dines *koplak :D","id"
"@GLou_972 loool et je t'emmerde et je rentre a ma maison :) avec tte vos abréviation de merde mais j'ai vu ton lien mais ya pas video","fr"
"RT @BritishVogue: - @Caradelevingne in chic asymmetry on the @OfficialRodarte catwalk: http://t.co/2G3WKnyq #nyfw","en"
"Aku pernah berdiri di hadapan PINTU NERAKA, ternyata aku melihat sebahagian besar penghuninya ialah WANITA - Rasulullah SAW. Nauzubillah :'(","id"
"@TomWozencraft17 http://t.co/dnvbhErR","de"
"???? ?? :????? ???? ?? ???? ?? ??? ??? ??? <3**","ar"
"I'm at Anvato Turkey / Alyo (Ankara) http://t.co/cuiI6jDB","tl"
"@renel94 je t'ai repondu , ta pas reçu ?","fr"
"#agonyoflife easily one of the best shows on tv #rabahi2013 #illangaswag","en"
"??????????","ja"
"???????????????????????????","ja"
"RT @coldrain_jp: ?coldrain New Album?The Revelation?4/17 ?????

?5000????????????????????????????????????????

Retweet for a new song! h ...","en"
"#rt seguimi e ti seguo (no profili personali)#followpartymattutino","it"
"RT @mrs_nisha: *Masa mula-mula guna twitter* "Susah lah guna twitter, tak paham aku dgn twitter ni" *Dah lama guna twitter* "OMG aku tak ...","id"
"??????????????????????????????????????????????????????????","ja"
"Subhanallah yah deres bgt ujannyo","id"
"Lontong sayur "@Tweetnesian: #MasaMudaItu lontong sayur / gado-gado ?"","tl"
"RT @3loeh20: ??????? ???????? !! http://t.co/ho2YlkXz","ar"
"@lopezzgloriam #RAEconsultas En el caso de su ejemplo lo normal es no poner coma.","es"
"Ziek als een hond","nl"
"Trying to understand you is like trying to smell the color 9.","en"
"???????????????????????????????????","ja"
"???? 2012...????..?????..??????? ??????? ??????!","ru"
"@Heart051 ???????????????…??","ja"
"Anyone have a contact for someone working with personal health budget in Torbay.?","en"
"These two tests are going to kill me. Can it just be the weekend already! ?","en"
"@JCELaw @geoftax dude!","so"
"Paramore: Now [OFFICIAL VIDEO]: http://t.co/k3HZYS4j via @youtube","en"
"Makay ksih hlang dluh sakity in lo mw bgus *4 *tahun *silam","tl"
"? ??????? ? ?????? ??????? ? ?????? ??? ? ??? ????????? ??????, ???????? ??????? ??????, ??? ??? ?????????? ?????? !)","ru"
"oncalltelecom... Facebook, Google led 2012 race for private tech acquisitions: PrivCo report says tech buyouts g... http://t.co/D6XXBtSx","en"
"????","ja"
"http://t.co/4Ao8GkfJ","unknown"
"@Farras_Hadityo http://t.co/TM5Q7c1j","en"
"???????????? ????????????????????GET?? ?????
https://t.co/qWyKXQm7","ja"
"@222324ytak ?????????????(o^^o)??????????????????????(^_^)v","ja"
"The first school was founded at Skalholt, about the middle of the.","en"
"@Akir_25 ????????????????????????????????????????????????(>_<)","ja"
"RT @chelseafc_indo: Bantu kami raih 100k Followers & RT tweet ini & dapatkan kesempatan memenangkan hadiah Champions of Europe C ...","id"
"Patinoir avec les meilleur @DemonceauLisa et @LauraGrifnee","fr"
"???? ??? ?????? ????? ?????:(.","ar"
"????????????","ja"
"RT @AntiAburridos: Momento incomodo: despedirse de alguien e irse luego en la misma dirección.","es"
"@s63428 ?????????????????????????(^q^)","ja"
"@KarinaNalguitas k gatita mas bella aruñame","id"
"RT @RT2GAIN: ?RETWEET?ONLY IF YOU WANT NEW FOLLOWERS #TeamFollowBack ? #TeamFollow ? #500aDay ? #TFB ? #Follow? #RT ? #FF (Follow @Extra ...","en"
"@AKostkin @3patch ?????? ????? ??? ?? ??????? ??? ?? ??????? ??????","ru"
"????? ??? ?????? ????????? ???? ??? ???? ???????? ??? ?????? ???????? ???? ??? ???? ?????? ??????? ????? ??????? ?","ar"
"Terima kasih sahabat :') ukhuwwah fillah!","id"
"@gplexousted l'errore sul cross è stato un boomerang per la sinistra.","it"
"@BigMommaSez @Skeggy_butlins Hi There, @TheOctaves played in Skegness on Monday evening (& were great.) Hope this helps. Serene :)","en"
"@stormblue_1126 ????? (? ???)?","ja"
"Panasonic soundbar serie voor 2013 http://t.co/sTEYx9f9","af"
"tutte voi con '23 marzo' nel profilo,sappiate che siete fortunate e dovreste ringraziare dio ogni giorno per avervi dato quest'opportunità.","it"
"@Didaaaaaa_ gpp cuma ga mau ke unpad ja:)","so"
"#??????_??_????? : ????? ???? ???? ????? ?? ????? ??? ?????? ?????? ?? ????? ?? ?????? ??????? ?? ???? ??? ???? ??????? ?? .","ar"
"RT @GauravDeepakx: # If You Wana Kill Me Do It Like A Man ;]

# @iansomerhalder You Are Just w0w :D You Are Soo Good :)","en"
"RT @Sportive23_: SAF: "It won't be 0-0 tonight, I can assure you of that. This match can live up to expectations."","en"
"?????????????????????????","ja"
"??????????????","ja"
"Kaya gmn tuh? RT @Adriantosatrio: @RoySahat debut begadang malem jumat roy","id"
"@VIPTourist du brauchst noch viiiiel Übung!  Und ich hasse Schnee,  da macht es herzförmig auch nicht viel besser ;p","de"
"RT @fuhas_tweet: Baru habis edar limau mandarin & angpau di pasar Tm Puchong Utama. Suasana cukup meriah. Cong xi fatt cai #CNY","id"
"a noche nos cruzamos a la novia del pibe este como 2 veces, y nos miro con una cara","es"
"??????????","ja"
"#done hun!"@Mr_keny27: Ffn @Ayegbusi2 kfbk"","id"
"@marsernur El 22 de marzo.","es"
"Knap dat sommige mensen denken dat ze medium zijn en vervolgens wel weten hoe alles in mekaar zit LMAO","nl"
"RT @ClubFridays: ???????????? " ???? " ????
??????????????????????? ????? " ???? " #ClubFriday","th"
"????????????????????????????????????????????","ja"
"RT @bubbyhuahua: We have movie 2D, 3D, 4D but My favorite movie is 1D  :)))) @NiallOfficial  @zaynmalik  @Real_Liam_Payne  @Harry_Styles ...","en"
"RT @2000favo: ???????????????????????????????????????? http://t.co/SGa9BxpK @TwitPic???? ReTweetsokuho","ja"
"??????????? ??Version http://t.co/40AJTCBf","ja"
"I'm at 218-as terem http://t.co/yGTCtlbh","en"
"???","ja"
"@christopherAmad lol leave me","en"
"????????????????","ja"
"http://t.co/NSucX8AH","unknown"
"@davedays "the green shirt"","en"
"http://t.co/jVM04ZQ6","unknown"
"teamiphone
If you want my path username. DM me #teamiphone","en"
"???","ja"
"???????????????…","ja"
"I'm at Bank of Baku http://t.co/eN6FeN6u","id"
"#??????_?????_?????_????_??_????_??????? ????? ???? ??? ???????? ???? ???? ?? ????? ?? ?????? ???? ???? ??? ?????? ????","ar"
"@SexwithRose :( vervelend! *knuffel*","en"
"#Class_3_3","en"
"I'm at Forum Business City (Kyiv) http://t.co/H5LBtZH0","en"
"@Dime_Moe Ke tla zama. Lilly otla Zama ne","hr"
"yah maap ka,kaka ga cerita si -_- terus kaka ada rencana apa? mau kuliah ga tahun ini? RT @pokameamee: (cont) http://t.co/LRAgGobT","id"
"?????????????????","ja"
"RT @mychun71: ???, ?? ?? ???? http://t.co/OPAQJfgK","ko"
"RT @BrainDamageHC: done yah teteh watur nuhun :) RT @pricilliadeaa @BrainDamageHC Follback kaka;;)","id"
"@katrinamarianow ano pa ano pa? progress? di eh shet talaga =((((((","tl"
"Aber si se pasa rapiidoo... Aki ba el primero","es"
"woy! maen RP twitter ntu begimana dah? #garuk2 pala","id"
"@kara03262 ??@karaz007 ???????????????????(^?^)
?????????????(^o^?","ja"
"Proof lls","en"
"@TooTo_94 ?????????..?? ????? ?????? ????? ?????..?? ??? ??? ???!","ar"
"Watched the movie #Scum, quite unpleasant but fascinating about the prison life as it shows that the system is very flawed.","en"
"@intansyudaa ckp nk lepka","id"
"Nem pra falar o lûis que é mais perto de lûi, mas foi lôuís mesmo","pt"
"Nnti2 aje hahaRT @boeimm Payah lah,RT @mastikoapryant: Haha gapunya duit gua, jd males hahaRT @boeimm Masih aja,nongkorong lg lah","id"
"Tenang2, masi keburu cari pacar. RT @nielz_39: Wah,bsk valentine,, Pacar mana pacar!!! Cc: HendraBei nyehehe (´? ?`? )","id"
"RT @JaySavage559: Rt for a goodnight mention ??","en"
"390 tweets (?","nl"
"Si aya enak bgt disana nonton langsung......yaiyalah salah satu dokter tim medis timnas spanyol...eh2 itu ... [pic] — http://t.co/4RS9ccHd","id"
"RT @daralmufradat: ?.????? ??? ???????? ?? ??? ?????? ??? ??? ?????? ????? ??? ???? ???? ??? ?????? .. ???? ???? ????? ????????.

http:/ ...","ar"
"@CenkAyd  karde?im @Bengu nun profil resmini gördünmü!! :)","tr"
"@reynaldidirga don't be said,because berisik haha","id"
"RT @i_nnnnn1404: #_????_?????_?????? 
#?????_?????_??500_?????? 
#?????_?????_??1000_?????? 
#?????_?????_??2000_?????? 
#?????_?????_?? ...","ar"
"http://t.co/zF5c7jcb","unknown"
"http://t.co/gApeg9jL","unknown"
"RT @Safdgfuckgaser: ????????????????????????????? ????????????????????????????????","th"
"??????????…?????????????????????????????????????????????????20???????????????????(???)??????????????","ja"
"?????? ?? ?????? ??????.
---------------------------------- http://t.co/ZcndeQeK","ar"
"Pede amat sih elu pada :p wkwkRT @diannovita_dian: @RizSava18 iaa kan aku uga cantik.. Wkwkw","id"
"??????????……","ja"
"0kE M4afIn 6U4 ya pAND4 M0nYonG! H4h4h4 @nopitpita","tl"
"SMP RT"@Tweetnesian: #MasaMudaItu Kamu SMP / SMA / SMK?"","id"
"one person followed me // automatically checked by http://t.co/bVJJ5OYn","en"
"????????????","ja"
"Today stats: one new follower via http://t.co/agX56FY8","en"
"@mshr818 SMAP??????????????????????????????(((o(*???*)o)))","ja"
"Sekarang"@nmeizia: Kapansihkapan?"","id"
"RT @convoy_Fragile: ?RT???
???FANJ?????????????????????????
????????????????????
???????????
0661206800
http://t.co/2SDBGJw3

??????????????","ja"
"RT @homurahio: ???????????????…???…","ja"
"depan hana bank "@sherlynaa: @cliquersmelviin pada dimaanaaa ini ?"","so"
"?????? ?????????? ?????? ?????? ????? 82.50 http://t.co/NbtW5w7E","ar"
"@takao_hawkeye ??????…??????????????","ja"
"... SAYANGGILAH APA yang SUDAH KITA MILIKI ...","id"
"Fast food. Fast food is what i am giving up! #lent #startstoday","en"
"??????????? ??????? )???????) @vera_po_5110358 @88Matynina @McFrostyi @zt0rm95w @slayerkinge @rileyl2k #???????????????? #?????????????????","tr"
"????????????","ja"
"RT @idameriques: 15/02/2013 de 16h30 à 18h30: Séminaire GEIVEN (Groupe d'études interdisciplinaires sur le Venezuela) http://t.co/dkj5zwJD","fr"
"Nek omah e cedak neutron yoo x_X RT @intanianrmra: yo ora, cedak stasiun mah ho.o RT @Anggit_Hanwita Karang cedak neutron e -__- RT","id"
"@dosukoibashow ????????????????????????????????????????????","ja"
"Business Plan, Virtual Assistant, Free For 30 days. http://t.co/QjTl2iA4 http://t.co/af98n7O8","en"
"Its glice to meet you ;) - " Justin Bieber.","en"
"[????TV] ??? ??? 3-5?? ??..?????? http://t.co/j4Q0MzVf #????TV","ko"
"@vlada_melnichuk ?? ???? ?????? ???? ????????.????????? ????.???? ????.????? ??? ???? ???!?????????? ????.????","ru"
"untuk sementara mengamankan diri dluu RT @dwiyanaa: kukira ank kotako? pacce nah"@nr_rinaa: hahahah mna??? d gunung ka' ini tdk bsa koo...","id"
"Jajajajajaja porno escolar en lla clase de 1bach a!!! Jajajaj","es"
"????????????????????????????…","ja"
"Tolong apa? "@atikasari_99: yulihermaa yuli gua minta tlg dongg yul boleh ga?"","id"
"@semkulk @MaRgRieTjuhhh @RubenK3 wie ruben?","de"
"The Broken Pieces http://t.co/9chUuKum","en"
"@AzzahAFK halooo azzahhhhhhh;)","so"
"RT @yana_tomiemon: ???????????????…??……","ja"
"Vintage AC/DC concert tee on @eBay! http://t.co/XZgpbX74","en"
"RT @fadzsetar: Duduk sini cepat lapar dan kuat makan","id"
"?????ED??????????","ja"
"ptdrrrrr j'avais ça dans mes favoris http://t.co/FZkAkyWO","fr"
"11:11","unknown"
"@stianpride ja, det er vel godt oppsummert.","no"
"??????????????????","ko"
"*hurungkeun caii woyyyy* "@VikingBonanza41: wew :p RT @Anyund33: Mandi sambil tuiteran tehhh :') syallalallaaa dududududu ~(˘?˘~) (~˘?˘)~"","id"
"@aysbaceoglu saat kactaaa","so"
"@BarackObama plezzzzz follow meeeee","en"
"??????????????????????????????????……???????????????????????????????","ja"
"???????6?21???? ??????? Complete Blu-ray Box  http://t.co/GwxXhwdm","ja"
"RT @onazolesoj: ¿Creéis necesaria una estrategia adecuada en una pequeña empresa familiar o incluso en un autónomo aunque a día de... ht ...","es"
"?????","ja"
"I know I can act like I'm stupid but I'm intelligent and do a lot of logical thinking.","en"
"??????????????????????????????????","ja"
"#BreakingNews ? Sergio Van Dijk Mengira Stadion Siliwangi adalah Kolam Renang http://t.co/1SPVeJnx","id"
"Ehh followers yuk follow @SerenaBiskuit lg ngadain kuis loh.. Do'ain aku menang ya:D","id"
"Es re linda esta chicaa a a a","es"
"Bukti'a mana.. "@rere_sia: Adabukti hei. #fakta *ketawapuas RT @nandosbastian: @iwanpangrib rere_sia @desipastel @korrymeliana :","id"
"http://t.co/cTRrD6CE","unknown"
"@Sanrenpa ??? ??? ?? ???!!!!!!!!!!!!!!!!!!!!?????","ko"
"@X_lboron1104l_X ??????????????","ja"
"@dillanandya ahaha,yg trun paling blkngn siapa dil ank td?","id"
"@TAFKAT35 you play off 6???I don't believe you one bit! I'm sorry but you have defo shaved off a bit there.I think somebody is telling fibs!","en"
"??????????????","ja"
"RT @Rizaltmloh: Banyak benda yg aku pendam sebab aku tak nak sakitkan hati sape-sape :-/","id"
"@celiacorme pa mexarse cos
Vosos tweets d corme!! Si siii","es"
"????????(?)?? ?????????!!!","ja"
"@antipatisk får en överväldigande känsla att allt jag säger och känner har sagts förut och att jag aldrig gör något nytt eller innovativt","sv"
"Love you @bastiansteel :) *439","en"
"smoga plihanku ini bnar y allah., #AMIN","id"
"Xndod","pt"
"yoyoyRT @raaabuble: make some food with lady_stellaaa","so"
"REPORTE VIAL CORE 2, Afluencia vehicular, desde el km 148 Dist. Yagua hasta el Dist. Firestone, en ambos sentidos.","es"
"Bientot 1h que je suis en jail","fr"
"I'll do my best..nanti,ktika masa2 hidupmu dkenang akn tindakanmu, aknkh km mrs bangga ttg hal yg mrk katakn bgmn kau menghbskn masa hidupmu","id"
"Ahahhaahaha, nada é mais engraçado do que ver o Maradona e o Pelé falando um do outro xD, mas eu concordo com o "Pibe" =x","pt"
"@ilhamayuyu udah gw ganti tae :v","so"
"11:11","unknown"
"'???????':?????? ?????? ??? ???????? ???? ??????  #Alwasat #Bahrain http://t.co/ummFLJSv","ar"
"Des abatteurs de porcs condamnés à une amende de 4,57 millions d'euros http://t.co/kFpbPZf0","fr"
"???????????","ja"
"Get ur facts right. u, Brainless!","en"
"????????????????????????????????","ja"
"Pernah sampe tngah 5 ya "@ahmad_Zzan: Begadang sampe jam 2 ajja pun @ulan_machf: Sering "@Tweetnesian: #MasaMudaItu sering begadang atau","id"
"RT @SMTownEngSub: BAP and Hello Venus win "Newcomer Award" at the 2nd Gaon Chart K-Pop Awards http://t.co/til35AVk","en"
"AKU MMG GERAM BETUL DKT ORANG YG SUKA BASH/BENCI KPOP!!! KALAU X SUKA KPOP!!! DIAM LAAA~! EEERRRGGHH!!!! ?????","de"
"Escalation: Ein professionelles #responsives Premium Allround Wordpress Theme  http://t.co/bxTxR3o3 #wordpress #theme  #tablet #ipad","en"
"?? ???? ?????? ???????? ?? ??????? ?????? ?? ????? ? ?????????? ?? ???????? ? ????????? ?? ???????? ? ? ?????? ?????","ar"
"???????????","ja"
"@MalenaLala HI! DOWNLOAD FREE 1D CONCERT TICKETS IN @freetixusa 's LAST POST! HURRY!","en"
"RT @astrotraffic #penangtu 1811 Penang Bridge: traffic is busy in both directions between the island and the mainland","en"
"@bammo15 im being poached by another team @AlexBaker94","en"
"Ma meilleure amie >>>>>>>>>>>>>>>>>> la vie.","fr"
"goodmorning","en"
"?????? ???????? ???????????","ja"
"Binary Affiliates - Recent events as well as economic data published lately all indicate that the Canadian Dolla...  http://t.co/RcnhvNg1","en"
"@ItsRavana28 Sabi sayo kami mananalo :))","tl"
"@beauty_bsy ?????! ???? ??? ???????? ???? ...","ko"
"#TuitSurabaya Soekarwo Minta Pengurus DPC PD se Jatim Tidak Jadi Humas #Surabaya #Tuit - TuitSurabaya","id"
"RT @JustinDanger_: @justinrealsmile same here haha","da"
"@jandrasanmiguel Hi pafollow namn si @itsmejeremias .Mabait at hindi snob yan. Cute pa.Mention mo aq kpg followed na.ffback kita.","id"
"Ga denk maar weer effe fifa doen","nl"
"RT @aruza_sfh: ??????????????????????RT???????
???????(*^?^)/?*?? http://t.co/izujI07i","ja"
"???????????","ja"
"@ErkamUlucay günayyydınn =)","tr"
"RT @davedays: I need help with my album title. I want to have "Green Shirt" in it somewhere... ANY IDEAS?!","en"
"@SuMyrtle *malar anjali*","id"
"RT @sioMAICXX: Success!!! ? @shawntyy","en"
"@ayayayaii hari ini hari ter sucks, bukan hari rabu :(","id"
"http://t.co/8MdZ1FsM","unknown"
"????????
5???! -???????????????!! http://t.co/z6tmUT3r #???????","ja"
"?????? ?????? ?????????????????? ??? 9 ?????!)????? ?????? ??????? ??????????!)*","ru"
"@letibop et prenc la paraula. Eh, de límite, la luna.","es"
"Now my tear is full of cup xD cos of 2NE1 will not be longer at event T_T","en"
"@sombali @james_moyana @adelenomthi @NaPangela_ @XESIBE4EVER @SphepheloMabaso @Nomhlemceazar hala tweeps?? enjoy ur day","en"
"@swimmer_takasi ?????(^^)","et"
"Pop"@PilihanSUPER: Lagu POP / Rock ?"","tl"
"RT @hiwono: ????????????????? http://t.co/SeQZPOzc","ja"
"Nazlia Online Indonesian Muslim Wear ~ Reseller Welcome ? http://t.co/dBcJBoKb | Salam @_ulyaaa RT @anni_anne...  ? http://t.co/dBcJBoKb","en"
"RT @tweetaxyenno: ??????? ? ???????????? ???????? #???????","ru"
"RT @MartaMEG @santander_es necesitaría concoer el Código bancario SWIFT/BIC del  banco santander. Gracias!!","es"
"@dzachtajuddin temple run 2 ek? Beat score aku","ro"
"RT @ChiefKeeff300: Hate when people bring up OLD sh*t.","en"
"???","ja"
"???? http://t.co/6TwgA7m7","ja"
"1111","unknown"
"@extraJ0RDANary HAHAHAHAHAHAHAHAHAHAHA DIPOTA! Te pano na b kng dasigay? Pota! Milyones!!! Hahahahhaaha","tl"
"@sebdenn wasn't great to be honest haha","en"
"@miz_setter @machikrin ???????","ja"
"It aint a sing along unless your brought the weed along","en"
"RT @La7sh: 10

 ? ?????????? ????
? ?????? ??? ??????? ?
?????? ???? ???????? ?
??? ???? ??? ?????? ?
?????????? 23,000 ????"","ar"
"@Azza_me @mohd_ay ?? ???? ???? ...  ????? ??????? ???? .. ??? ?????? ????  .. ???? ???? ????? ??????? ???","ar"
"??? ?????? ??????? ??? ??? ????? ? ???? ??? ????? ??? ??? ????.","ar"
"@dianaaarrr spa lo jbjb","sl"
"???????????? @YouTube http://t.co/OXuubbmE ??????????????4.FLV","th"
"RT @raadey: Malam ni tenang kan fikiran dgn melihat perjuangan MU !!!! #GGMU","id"
"??????????????????????????https://t.co/RBn11QNn","ja"
"Bom dia!!!@karlakosta_ABL","id"
"Sooooo tired!
Late for work again today! Ah what can ya do?!!!!
#honestlydontcare","en"
"Dura derrota este fin de semana, hay que remontar el vuelo @Tama_FS !!! http://t.co/s6a6wk0s","es"
"@HashKSA ??????? ‹?›","ar"
"@AileeRPM gpp nun -..-","tr"
"Kaç ya?ında olursan ol, annen için hep minik kız çocu?usun :)","tr"
"Bsk Valentinee :* ;;)","et"
"?????mmo????????","ja"
"Babyliss ??? D121E Expert 1900 ?? Babyliss http://t.co/oR6BWlIn","en"
"Lady Gaga tweet choc: non riesco più a camminare, date annullate: http://t.co/hUcLPwfC via @youtube","it"
"Ang sayaaaa! :)","tl"
"@Roxiie_Down mais oui qu'est ce que tu cours attend x) moi j'aime quand tu le dis :)","fr"
"@MarinaRubio2 Ya lo he terminado :P jijijiji","hr"
"????????????????????(´;?;?)????????","ja"
"@SynCindy http://t.co/4GU56p5K","en"
"NIGERIANs re bloody HYPOCRITES,u can imagine dem complainin abt wot JONaThaN gave dem “it is 2 much”...2BaD!","en"
"@shyma78 Nice pic shosho ;-)","en"
"Anong meron sa Feb. 14? Di ko mahanap sa kalendaryo namin yun eh.. #bitter","tl"
"@rstringfellowx haha yeah you will :) #bothered xx","en"
"???????????? ??????? ????????!!  #?????????? #???????? @kejt_go_1760731 @michaelma4u @Akuczim @LumpSphinx1h @totonbuttonl @karlzivr","et"
"@AsdaAsta batang leher lu gua gorok !!!!!!!!!","id"
"@basara1059 ?…???????????@????(??)??","ja"
"?????? ?????? ???? ???? ??????? ??????? ?????? ??? ???? , ????? ?????? ??? ? ?? ?????? ?? ????????? '*"","ar"
"@akashifujie Ypaaa?","sw"
"@jajajiju coz my dad&grandpa are...","hr"
"@14ChicharitoID Man Utd (0) - (2)  Madrid (PGT : higuain ) @BelieveID #KuisTekor14ChicharitoID #KuisTekorBelieveID","en"
"Blessings","de"
"@ManjolaBlakaj :p","hr"
"RT @jongambrellAP: The @Ngrguardiannews this morning attributes a Wall Street Journal article to @AP. All oyibo news looks the same?  ht ...","en"
"Esos locos cadistas (II) http://t.co/waSuO9De","es"
"15,5"@Tweetnesian: #MasaMudaItu Usia kamu saat ini 11, 12, 13, 14, 15, 16, 17, 18, 19, 20?"","id"
"@cro3to7 ?????????(o^?^o)","ja"
"RT @xJessicaBrown: I don't want to get up urghhhhh :(","en"
"Tulung Line lagi remek.. Sing sik ntas ngeLine iku mang sopo?","tl"
"RT @walaaabdulattif: @ISeeU01 ????? ??? ???? ???? 
???? ??? ?????? ??????? ??????? ? ?????? ???? ? ??????? ??? ?????????
http://t.co/moR ...","ar"
"@abotaj999 ???","so"
"RT @wtsjonato: #tiposdefic ``acordei e fiz minha higiene matinal``","it"
"@HM__9  
????? ?? ???? ?????? ? ?????
????? ??? ??? ?? ??? ???
?? ???? ????? ???? ??? ???
??? ????? ????? ? ????? ???","ar"
