294096249844543489,"@wiwidyawatie @ammaammot memdadak ngga bisa baca",en,pt
294096249836171266,"@bredamanda seguindo de volta :)",pt,pt
294096249836167168,"...RT@benakribo: ..?? ?? ..??(???)?? .??(???)?? ??(???)?? .??(???)????(???)????(???)?? ??(???)?? ..??(???)?? .??(???)?? ??(???)?? .??(???)??",en,pt
294096249823584257,"?????????????????http://t.co/t5ZIHcqA???????????http://t.co/kLaFyLSg",ja,pt
294096249819373569,"Woggh tetap kompag beb ihihihh RT @FloSihombing: @ViolethaVio sama beb hehe",en,pt
294096249819373568,"Hui tots es barallen. Que divertit esta twitter.",es,pt
294096249840353280,"Org susah tinggal ambil makan di meja lahap dahRT @harisaharbel: Laper dimalam hari sungguh menyiksa :"",en,pt
294096249831956480,"I have to write my spanish autobiography all over again cause my dumbass never saved it",en,pt
294096249831968769,"Ahh your one too @bonittathebunny & You too :)",en,pt
294096249852932098,"@gdiiiGe damn it's like 15 degrees here blahh I'm dying",en,pt
294096249831948291,"the only thing i'm looking forward to today is having practice.",en,pt
294096249844543488,"@Strassement @curtisdodo et ta soeur",fr,pt
294096249823588352,"Miss, di ako epoxy clay kaya wag mo kong panakip butas!",en,pt
294096249852928000,"RT @keivonbu: ?????????AKB????????????????

????????RT  AKB?????? http://t.co/xH9hnGiN",ja,pt
294096249827766272,"Iya emang dit kyak kamu :p RT @ditharamma: Koyo kamu! RT @Febtaputryy: lemot --'",en,pt
294096249848725504,"@sham02121 ?? ???~ #???",ko,pt
294096249840349185,"Alguém especial? — Mãe http://t.co/OZrXuvcC",pt,pt
294096249840349184,"Non mais qu'est-ce qui me prend !? G un boulot de dingue à abattre aujourd'hui, & je glande sur teuteur... :/ #JaiUnPbJeCroisQueJeSuisAddict",fr,pt
294096249836150786,"@TaylorFickes I'm here for you bby",en,pt
294096249823588354,"@sam_goy @ IN NS samgoy.co. | @ IN A 192.168.1.5 | www IN A 192.168.1.5 | mail IN CNAME www",en,pt
294096249831972864,"@fvckrolex_ you know :)",en,pt
294096249819389952,"????????????????"@tjimbo: ??????Top Japanese Official Urges Elderly to 'Hurry Up and Die' - ABC News http://t.co/XBVxjXck"",ja,pt
294096249831976960,"@mcdagzin essa cretina desperta todo meu mal interior, se tu conhecesse ela faria o msm ehauhe",pt,pt
294096249840340993,"??????????? + ?????????????????????????????????????????????",en,pt
294096249848754178,"@masanunthiusu ?????ww????????????????w",ja,pt
294096249852923904,"@Uhoh_Capo fa show I owe u a bday blunt to",en,pt
294096249836142593,"Malam ce peyyi have a nice dleam yah... Mimpiin fellycious yah *hehehe poke @FellyChiBi",en,pt
294096249831968768,"Congratss my mommy :* :* I'm proud of you... do the best for this country mom :* God bless you",en,pt
294096249836154880,"Good night buat sito kurniawan :* ?({})",id,pt
294096249848754176,"@slugger1128 ??????????????????????????????????´c_??*?",en,pt
294096249840349186,"@_JulioNeves @jacquelinetsl @gabee_apple @douglasmontino @meiriellysantos @ceu_freitas eh simm",en,pt
294096249819365377,"@KristineDebbie @freyabanana 10am! Kapag lumagpas na, may fine na ulit. =))",en,pt
294096249836150785,"http://t.co/6w0FbXWu",id,pt
294096249831952384,"RT @TweetRAMALAN: OSIRIS (27 Maret-25 April) : Jujur, suka traveling, suka dipuji, optimis, tidak tegaan.",en,pt
294096249815175168,"@ja_waimo ????????????????????????????????
?????????????",ja,pt
294096249815199745,"Mantap followers ku jadi banyak gara2 aplikasi ini --> klik http://t.co/kl0o98fv <-- follback jfb openfollow",id,pt
294096249844555776,"Bugün Peygamber efendimizin do?du?u gündür. Bu gece eller semaya kalkar, yürekler yaratana onun için... http://t.co/oY1Rl3Yb",tr,pt
294096249848754179,"@MandyxLisa Beetje positief hea!",nl,pt
294096249827753985,"@amaniroseley @shafiqreza aku ni jenis yg baiik ni. hmm aku yg hack amani . aku taknak tipu . sbb aku tgk seksaan kubur takut! :3",en,pt
294096249848754177,"Call us talk in english dont talk in chinese u all also talk in dk what indian or other language what!-.-",en,pt
294096249836142592,"RT @AlbaBiedma: Se buscan personas de Granada que lleven un año o más con su pareja, para experimento de Psicología. La recompensa son 50€.",es,pt
294096249840336897,"@rbradders I'm big time! How u doin",en,pt
294096249852919808,"Now Im On Some Other Shit .",en,pt
294096249848745984,"??????????",ja,pt
294096249836150784,"@ejikatsu ???????????(???)",ja,pt
294096249852944384,"@RNOOD_Alotaibi  ?????? ??????? ? ???????? ???? ?????????? ?????? ? ????? ??? ??????? ???? ????? ?????? ? ?? ?? ??????  ~",ar,pt
294096249840336896,"RT @DamianKnowles: Guys get yourself down to this fight it will be epic @mmaxfighter #trueanimal #goinghomewiththebelt! Link 2 follow so ...",en,pt
294096249815183360,"Vive les devoirs qui te prennent tout ton mercredi après-midi --' http://t.co/8SgzS3iZ",fr,pt
294096249840365569,"@DcrSirou nn",fr,pt
294096249852944386,"RT @JenniKish: "@RELATlONSHlP: Your girlfriend should be your best friend.....so don't treat her like a friend with benefits."",en,pt
294096249827778560,"'Quedamos poquitas mujeres bonitas fieles e inteligentes que a veces me da miedo un secuestro o algo parecido'",es,pt
294096249823567872,"RT @tanja_sheremet: #???????????????? ????????????? ????????? ???????? ?? ?????????????? ????????? ? ???",ru,pt
294096249844539392,"Se me ha ido muy lejos... http://t.co/h2NBVfbT",es,pt
294096254022078464,"RT @jmleclercq: 10 stunning Black and White low key portraits http://t.co/IkvcqYbp  #photography",en,pt
294096254013681664,"ZIP-FM??EX-BEAT???? ???? (0:00?1:00) http://t.co/GRTXyuyS #zipfm",ja,pt
294096254038855680,"Despues se quejan.",es,pt
294096254034640896,"RT @TweetRAMALAN: PHOENIX (25 Juni-24 Juli) : Suka bercanda, romantis, cepat mesra, mudah beradaptasi, jujur",en,pt
294096254038863873,"RT @Fitriaelvira: ehm.ciecieyangtakentapigakngenesmahbeda.",en,pt
294096254009487361,"Hoje é dia de festa, morrer de rir e se apegar ainda mais hahahaha!",pt,pt
294096254038851586,"@INFIcoat 
?????^^*",ko,pt
294096254034653184,"RT @TuitMakassar: #TuitMakassar Tim IA: Awasi Jekkong, IA Menang #Makassar #Tuit",en,pt
294096254043054082,"Ano ang pinakatanyag na kasinungalingan, na sinasabi ng mga tao sa isa't-isa?... — I'm fine. http://t.co/mp7gXN3X",en,pt
294096254026256384,"Wow Laureen Uy is back! ? her! #KailanganKoyIkawTFC",en,pt
294096254017871872,"Idk what that was",en,pt
294096254022082560,"2012???? | ??? #pixiv http://t.co/dWdvr5rk????????????????????",ja,pt
294096254022074368,"???????? #STARGAZER",ja,pt
294096254022074369,"Zirveda çok mübarek bir insan oldu?u için sürekli telefonuna nur iniyo arkadaslarr",tr,pt
294096254038863872,"RT @Jesus_Teens: You are a devine creation! Dont need anything to cover up, being the way that you are is enough. ;)",en,pt
294096254026264577,"Every little thing that we do is just between me and you",en,pt
294096254026260480,"RT @FcoolCool: ????????????????????? 1.???????????????? 2.????????????. 3.??????????????????????????????????????
4.????????????????
5.?? ...",th,pt
294096254047240192,"Oh no not today I can't fuck with you I'm sorry I'm sorry..",en,pt
294096254009475074,"@ZhizaAndanar wahahahaha! Baliw ka! Nako, magdodoctor ka pa naman. :(( :)))))",en,pt
294096254038835200,"@EdBurke37 shhhhh!",en,pt
294096254034653185,"@isehita ???",ja,pt
294096254022082561,"Tales x Evangelion",en,pt
294096254047248385,"RT @KamusDewasa: Pribadi dewasa adalah seorang pemenang yang tidak mudah menyerah. Menang dengan rendah hati, kalah dengan harga diri.",en,pt
294096254017880064,"@mhd_alep hee...ramai gak mMbe engine ak after scho0l nyh...haha...acaner 1st sem?..",en,pt
294096254043054081,"???CAS????????????????????",ja,pt
294096254026264576,"@Dezzzz_24 ? oh naw lol stay bundled up",en,pt
294096254009491456,"@ysp_37 ?????????(´?_?`)??????(???)?www?????www????????????(?)?????????????(?)????????????????????????????????(?)?????????????",ja,pt
294096254038851585,"RT @davidjacksmith: Oddly, Hillary Clinton will be 69 in 2016. MT @GayPatriot Barbara Boxer performing first act of virtual cunnilingus  ...",en,pt
294096254030462976,"Wakaka najis lu win diedit RT @OswinFabangi: astagfirullah ndoy -_- gausah dibikin tweet juga kali haha RT@nindihabsari: Aaa ka oswin bener",en,pt
294096254030475264,"@NONNOUSH @Mn_almm @20_mn  @5Ndm28 @sheka77_ @toshaa_r ????? ???? ?? ?????? ? ?????? ?? ?",en,pt
294096254009475072,"RT @i3badii: ??? ?? ???? ?????? ??? ???? ????? ?????? ??? ?? .",ar,pt
294096254047248384,"@mendo1215 comoo tu lo veaas!! Jajajaj",es,pt
294096254034657280,"En clase!",es,pt
294096254013677569,"Bueno hoy estoy en capacitacion y pinta día tranquilo.",es,pt
294096254030467072,"“@Brown_Sugarx2: One thing about them haitians they ion fuck off . lol”<< and short jabbin ain't in they blood",en,pt
294096254043033600,"RT @221_nk: ????RT??????( ^?^ )
???? ??????? http://t.co/A3ptNdf7",ja,pt
294096254017871873,"mungkin tak seindah lafaz kata pujangga.",en,pt
294096254009503744,"@jessii_rs yah iya,tp nnti klo ada kesempatan kita makan bakso&ngobrol2 nyok..Aku mau kerja dulu kayaknya,semoga sih dpt beasiswa s2 jg :)",en,pt
294096254017863680,"RT @DJ_YaMaO: ???????????????????????????????
?????????????????????????????????????????????????????????????????????????????????????????? ...",ja,pt
294096254043058177,"Speech ??",en,pt
294096254013677568,"@CamiiMendezS le tocaremos sus rulos sensuales????",es,pt
294096254030462979,"RT @kusje_Nana: Ben soms zo blij met vriendinnen die ervoor me zijn #lovethem",nl,pt
294096254043058176,"Talk Less, Tweet More",en,pt
294096254047252480,"@hartjeexasja Okaaay",nl,pt
294096254017888256,"??????????????????????????",ja,pt
294096254038851584,"Dog whisperer time! Kpn ya bisa ga takut ama anjing",en,pt
294096254009475073,"Odio grandisimo a que a veces de a una parte de la pantalla sin querer.",es,pt
294096254043045888,"@sizucell1011 ????…?????????????????????……??????????? http://t.co/9yDw5lAF",ja,pt
294096254030467073,"@BLOOMING20TH oh ya at ulu langat paiseh",en,pt
294096254022070272,"#Offre #Emploi : Annimation commerciale http://t.co/pGMP3EiK",fr,pt
294096254030454784,"@ThisisDavina ahhh i so agree oscar worthy performance in Magic Mike!!!",en,pt
294096254013669376,"My daily stats: 7 new followers, 3 new unfollowers via http://t.co/Sp2QoGlV",es,pt
294096254009495552,""@BobbyHughes5: There are some things you can't afford to get wrong...Eternity is one of them (Liza C)"",en,pt
294096254043054080,"@KEiCwCi ???? ???????????????(???*)????????",en,pt
294096254047236096,"@amykofish :-D Glad the feedback was helpful!",en,pt
294096254017875968,"@chelseamf20 @kelly_finn20 boring can't wait to go home and nap",en,pt
294096254038855681,"Kelompok RT @cumanNANYA: #PilihManaNiiih Tugas Mandiri atau Tugas Kelompok?",id,pt
294096254022057984,"@summerhaze_l anong peram fil? Sagot? Hahahaha sge na nga! Sasagutan ko na, di ko na sinagutan eh :)))))))))",en,pt
294096258207985665,"RT @claudiofava1: Che 25mila ragazzi studino all'estero il governo lo scopre solo ora.Servono soldi x rimborsare i viaggi?Il Viminale ta ...",it,pt
294096258212188160,"???????????",ja,pt
294096258212196353,""Coisando" :::::::::::::::::::: palavra sem significado, que serve pra praticamente tudo.",pt,pt
294096258216390657,"RT @hdyhkenetxx: Yeay dpat makan doublecheese burger la ??",en,pt
294096258228948992,"Cada vez falta menos para mi cumpleaños :DDD",es,pt
294096258207973377,"RT @elvanozdemir: "@epruli_com: #BeyzayaYardimGerekli Gündemden dü?ürmeyin.. Zaman çok az! http://t.co/z2LPKesX... http://t.co/YVgDHn2S"",tr,pt
294096258233143296,"Make This Your New Years Resolution http://t.co/W2DkPks0  - The Fastest Way To Lose Body-Fat in (2)-Weeks",en,pt
294096258207985664,"Goodnight.. ?",en,pt
294096258241552384,"RT @ReyG_6: "Without God, I am nothing."",en,pt
294096258224758784,"RT @FIirting: I might hug other guys, I might laugh with other guys and I might text other guys, but none of them will ever mean as much ...",en,pt
294096258224754688,"??????????????",en,pt
294096258220564481,"FLIPING",es,pt
294096258241544192,""Nkosi sikelel'iafrica"especially South Africa!!!!",en,pt
294096258237341696,"RT @donghae861015: Good night every one ^^ miss ya!! http://t.co/fkas26Z0",ar,pt
294096258207997952,"@Gumtree Have just uploaded my job advert. Please check it out if you want to earn more money, need people ASAP! http://t.co/xZ5XPKyY",en,pt
294096258228948993,"You're a child when you're convenient, huh.",en,pt
294096258220556288,"RT @MixDmeanorRadio: Check out 1 of the hottest indie spotlights #MixDemeanorRadio every Fri at 8p cst & get your #FreeApp http://t. ...",en,pt
294096258220564480,"??????????????????????????????(*'?')",ja,pt
294096258228965376,"@TheTattooBaby I'll Google it that's where I remember seeing it.",en,pt
294096258216390656,"desblock ?",pt,pt
294096258233147392,"@RapperSquad a-yo!follobek yow~~ kkkk",en,pt
294096258228965377,"Quiro invitarr",es,pt
294096258224750592,"http://t.co/RNui2n2t",pt,pt
294096258220572672,"@vivi25enne ??????????????????????",ja,pt
294096258220580865,"RT @SuhaimiSamula: "@budipram23: @SuhaimiSamula : good nite apeng" good nite bang salam dari jakarta hihihi ;)",en,pt
294096258237333504,"RT @Sora_Sakurai: ?????Nintendo Direct??WiiU?3DS??????????????????E3???????????????????????????????????????????????????????????????????? ...",ja,pt
294096258233143297,"8 ????? ?? ?????? - ????? ????? ?????????? ?????? ? ??????, ? ?? ?????? ??????, ?? ? ???? ?????????? "????????".",ru,pt
294096258224754689,"??? @hiro_tc ??????????????? ?????????????????????",ja,pt
294096258241527808,"@iEat_SheCums ms morris?",en,pt
294096258203807744,"RT @PEPATAHKU: Kamu hanya akan terlihat bodoh saat kamu menagisi dia yg sudah menyakitimu.",id,pt
294096258233139200,"Do I need serve a firm when my country resources is being wasted by incapable hands using zoning to loot my great nation Nigeria",en,pt
294096258224779265,"In a nut from Hillary: Chris Stephens is dead but, hey, life goes on.",en,pt
294096258212196354,"??? ????? ???? ????? ?????? ????? ??????? ??????? ??? *)",ar,pt
294096258241540096,"@TViLaa. Jajajaja igualmente :*",es,pt
294096258237362176,"@masmiq @benigaslo Ho preguntaré ;)",es,pt
294096258241540098,"@AnnaleeHalbert is flicking boogers at me ?",en,pt
294096258241531904,"?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",ja,pt
294096258212196352,"@iBesh20 ??? ??????? ??? ???????",ar,pt
294096258241540097,"Duga perutt ehh..tdi laporr",en,pt
294096258241536000,"@tomatowach ?????????????????????????",ja,pt
294096258228953088,"@xmalaikab oowwwh wel foto sturen ! ;)",en,pt
294096258207989760,"Al fin y al cabo lo único que prevalece por encima de cualquier caso es la humildad.",es,pt
294096258241548289,"?????????? ???????????????? 55555555555555555555555555555555",en,pt
294096258224779264,"???????????????????…!!??????????????????????!!
????????????!!????
??????????????(´??)?",ja,pt
294096258241548288,"you know u beautiful #od",en,pt
294096258228944896,"@BaechuTeuk ????? ?????? ?? ???? ??? ?????",en,pt
294096258203779072,"RT @ibankkung_: ??????!! ???????????????????????????????",th,pt
294096258216382464,"???????????????;;;;;;;;;;",en,pt
294096258203803648,"psé",pt,pt
294096258207973376,"@abshiwon campuran(?) .-.",en,pt
294096258216370176,"????????!!(????´) RT @rcn_02348: <?> <?> ?? RT @a_ya_ri: ????????? RT @rcn_02348: #???????????????????????? ????",ja,pt
294096258220568576,"@NeilBnvntra ilang months na yan? tangina gusto ko makita!!!",en,pt
294096258233155584,"??????",ja,pt
294096258220568577,"@12h56m to, vou embora amanha .-. kraaa acho que te vi quinta passada, tu saiu ?",en,pt
294096258237358081,"Bangunin jam 5 donnnggggg :'')",en,pt
294096258228961280,"@SunburnFestival @swedishousemfia #SHMfever #sunburnarena #Mumbai when they waved the Indian Flag and when they Saved the World!!!!",en,pt
294096258241536001,"(???"?) RT @kilulua: @masahessa kasus kayak gitu, awal dari terjadinya #NikungHore :p biasanya lho ya..",en,pt
294096258216382465,"??????????????????????????????????????????????????????????????????????",ja,pt
294096262398083072,"?aka maka tatil de buraya kadarmı? :(",en,pt
294096262427459585,"If you kill me ill give you 78 bucks",en,pt
294096262402277376,"RT @reem_albadih: ??????????????
??????????????????????
?????? ????? ???????
??? ??????? ???????????
?????? ?????? ???????? ??????
????  ...",ar,pt
294096262414888960,"RT @paredesopa: La Rosa de Guadalupe en 3D en casa, pusimos el aire portaril en frente, que bueno!! Siento que estoy en la novela",es,pt
294096262398091264,"RT @jimenav4: Mi vida. http://t.co/yqvJlEhc",es,pt
294096262402297856,"@hs208428 ? ?? ??????",ko,pt
294096262423277568,"?????????",ja,pt
294096262427451394,"gucci say he a weed baby lol he say his mama was smokin joints while pushin him out dat explains everythang",en,pt
294096262414888961,"Q lindo mi trabajo...",en,pt
294096262414868481,"@NurFatinM slm",en,pt
294096262406492160,"@Shveshdeshka ??? - ?????? ??? ???????",ru,pt
294096262435840000,"@samwillis18 cute",en,pt
294096262435856384,"Yah itu aku baru pulang sis RT @mandamanggala: awal februari sis :) RT @angguntabung: Libur sampe kapan sis? RT @mandamanggala:",en,pt
294096262431641600,"de ir a caminar",es,pt
294096262423273472,"please?3 ??????(^o^)?????????????????????????????????????????????? http://t.co/qL9F4cJh",ja,pt
294096262427463680,"MAkan wortel kya kka dek RT @srigatiantari jarak pandang mulai terbatas bung .--.",en,pt
294096262406479875,"@BossMarq nsa baguio ako nun idol",en,pt
294096262402277377,"RT @HafikaMeyy: @SayaPendekComel #SalamMaulidurRasulJugaUntukAwak -.- hihi",en,pt
294096262419083264,"@endscaperi ???????????????????????????(ry",ja,pt
294096262419075072,"Da manje pri?am sa ?to manje ljudi,da to mi treba..",en,pt
294096262435831808,"The next day after today RT @putrywigati Now or tomorrow ?",en,pt
294096262410682368,"RT @saadalbreik: ???? 
?? ???? ???????: ????? ????? ?????????? ??? ????? ?? ??? ??? ?????? ??????? ????? ?????? ????????? ??? ????? ???? ...",ar,pt
294096262406475777,"@natasyaa11 langgeng yahhh  ;)",id,pt
294096262406483968,"RT @BADVSSJO: J'arrête les sushis,  j'ai passé la nuit la plus duee de ma vie à cause d'eux",fr,pt
294096262423252992,"@Yosuasdf Done",en,pt
294096262406475776,"Ya udah gih tdur sana ;) "@Budhi_Angelous: Belu tidur, tapi mau tidur ^^ " @Angelouus_IND Apa sudah tdur semua ya twibies? (??_??)"",en,pt
294096262414876672,"@LAARI_VIANA hahaha blz, depois a gente combina :p",pt,pt
294096262402281472,"@Hothotsexyhot vad ska du läsa??",sv,pt
294096262414868480,"Contra la clase económica burguesa y traidora #PuebloEnLaCalle23E",es,pt
294096262414868482,"RT @WinDa_Mery: Agak lain (n)",en,pt
294096262410690561,"Que frío me está entrando:|",es,pt
294096262402285568,"@FaDaLuaB claro que indico , best",pt,pt
294096262406492161,"RT @Natiizeera: A Bá me ama mais que tudo , verdade",pt,pt
294096262414860288,"RT @RisoscomHumor: troco gente falsa por ::::::::: NADA, PODE LEVAR DE GRAÇA",pt,pt
294096262419070977,"@gilda_eveline nnti jo klo tso aktif bis=D ttg apa ?:p",en,pt
294096262406479873,"RT @Hee2me: KRY2??
?????????3???????????????????????????????????????????????????????????????(??)",ja,pt
294096262423252993,"@montania_leti pq?",es,pt
294096262423248896,"ngobrolin apa? RT @Hyollyn Ngobrol di dm yuk ._.v",en,pt
294096262410686465,"Harus banget ini nyari kursi tanpa kaki, biar bisa kerja di lantai sambi senderan",en,pt
294096262431657984,"?????(´-?-?)
?????????(´????)
?????(´????)",ja,pt
294096262402293760,"RT @_Chel_Marie: #LakeShow tonight in Memphis. ?",en,pt
294096262435860480,"“@shanniegriffin: @IAmBernieSouth @andreelithomas cha beg you ask when break is”< #lmao #notinvolved #suicide",en,pt
294096262410690562,"Eeecuacionees... Lal.",es,pt
294096262427451392,"Bon... moment de vérité dans quelque instant : on va savoir si l'auto démarre ?",en,pt
294096262402289664,"@julioleonpy jaaaaajajajajaja!!... Pobres!",es,pt
294096262419070976,"@AnthonyFuin kgk dongg,mang gw klo pgi" bwa hp apa,gw keluar aja ud kelelep gk mungkin mau gw bw hp ,wkwkwkk",en,pt
294096262435856386,"??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",ja,pt
294096262419066880,"Sorry! I'm Rihanna. I don't love the way you lie.",en,pt
294096262435856385,"@ryyy_dawgg I LOVE YOU TOO RYAN ?",en,pt
294096262398083073,"RT @donghae861015: Good night every one ^^ miss ya!! http://t.co/fkas26Z0",en,pt
294096262398103553,"RT @courtneyaskey: @DawkinsNancy atatic",en,pt
294096262435844096,"RT @jwesty21: ??? ? ?????? ?????????????????????????????????????????WG ???????????????????????????????? ?????????????????? ? ???????? vi ...",en,pt
294096262427459584,"@HaydenMo21 thanks! Love you man",en,pt
294096262427447296,"Ngp kw nelp ndut ?RT @IndahDjunaidi: Hemm (˘?˘ ) nelpon @mixlagi dak di angkat , @riska_ulpa sibuk , @Miss_leled dak",id,pt
294096262398111744,"@SparklesLea :)",en,pt
294096262398111745,"RT @CocuyoExpress: El  “síndrome del trapo rojo” una manera de  salvaguardar intereses personales fuera comeflores de la MUD el pueblo t ...",es,pt
294096262427451393,""@aunishadanielle: @P4L_Peyton mr Chaney?!"Yeah he called me a "Panzy" O.o",en,pt
294096266596610048,"???? ?????? ???? ??????? ?? ?? ?? ???

- ???? ????",ar,pt
294096266604998657,"café, café, café, café, café café café café #café",es,pt
294096266600783873,"@Jeddal_yail0 ??, 24?? ?? ???? ?????? ??",ko,pt
294096266604998658,"@Pimchanok_Mew ?????????????????????? ????????????????????????????????????????????? 555",en,pt
294096266604990465,"@putrishafinaz aku tiap2 malam jiwang. haha. ta caya tanya la aku. :P kelik la put ! mu duk cc ngan hok panje ko? haaaaaaaaa mekput!",en,pt
294096266617552899,"@wildanhf_ shithead? fucky!! done",en,pt
294096266596601857,"Alright, Virginia needs to leave?",en,pt
294096266613379073,"????????????^^ ????????????????????????? http://t.co/pexFvUk6",ja,pt
294096266621767681,"????wwwwwwww ???????wwwwwwww",ja,pt
294096266630152193,"??????????????G?F?E?????????E?G?C???????????Key=Am?????????????????????????????…?????????????",ja,pt
294096266609184770,"Over hearing international students conversation and all i hear is them saying "nigga"",en,pt
294096266617561088,"RT @thikukm: ????????????3????????????????2900??????????????????????????????????????????????????????",ja,pt
294096266596605952,"RT @Taylor_burrowsx: #photonooneelseunderstands ???? @jesseaton94 http://t.co/2OXPwyTG",en,pt
294096266596585472,"@h0pefornow só pq sou fã de luan",en,pt
294096266617552900,"Que me corro.",es,pt
294096266617581568,"@aisasha hiii sweetheart, I miss you so much:* libur kemana?",en,pt
294096266592407552,"@leipanda ????????????????( ; _ ; )/~~~",ja,pt
294096266600796161,"@dada_sfz @jeabpensiri ???????????????????",en,pt
294096266609188866,"@luvxdaa @0311_0320 ?????????????????????????????",ja,pt
294096266604990464,"@yamao057573 ????????(?)",ja,pt
294096266592391169,"Iya jam brp ya ? RT @rina_bellani: @hildadhan btw, besokkk sabtu ank2 kondangan brg tuh RT",en,pt
294096266630152194,"Acoustics & Noise Control - New guidance for wind turbines - Have your say! http://t.co/BJZOm5Mt",en,pt
294096266613374976,"?????????????ww",ja,pt
294096266609172481,"Co? radio la? la?i loa?n ca? lên 8-}",en,pt
294096266613362690,"@tobytenbuuren Prijs De heer rook wat meerr AAH nigga",nl,pt
294096266600804352,"Yung f na f ko pa magsulat sa planner ko, sabay naiwan ko ung pens sa school. Boset",en,pt
294096266625945600,"ohh shit lol !!! "@1600Trey: @FoamsOnMe_SB suppose to touch down today #whatchuknoe"",en,pt
294096266625966081,"?????????????????????????????????????????????????????",ja,pt
294096266625966080,"Aku tk suka betul bila aku kol org letak. Gwa tacing dengan lu ima. Nak unfollow skrg gak!",en,pt
294096266592395264,"@LuisRodDiaz eso ovio pzzz el calvario nos recibe a todos con puertas abiertas hahaha :* te quiero éxitos :*",es,pt
294096266617569281,"RT @TWlTTEI: Você ouve uma piada e quase morre de rir. Dai você vai lá, super entusiasmado contar essa piada para seus amigos, e você é  ...",pt,pt
294096266600775680,"@sitizarifah2 tweeting sambil dengar lagu ;) awak ??",en,pt
294096266630152192,"Don't take everything so seriously.",ar,pt
294096266592391168,"Ga enak bgt nh perut hhh",en,pt
294096266592411649,""tdo mundo falando que ja comprou o material escolar e eu nem lapis tenho ainda" somos duas",pt,pt
294096266617569280,"Lo mejor de ti era yo.",es,pt
294096266604998656,"???????",ja,pt
294096266613362688,"@__abbbs hunter said to bring her eccinomics & geomentry book. Its under her radio",en,pt
294096266609188864,"?????????????????????????????:*:?(*´?`*)?:*:???????????????????????????????.?.?.:*?°(??????????)",ja,pt
294096266625945602,"Bueno uno menos me dijo que no viene :/",es,pt
294096266621767680,"??????????????????",ja,pt
294096266617552896,"RT @SuperJRSAID: ???????????????????????????????????????????????????????????? #SJQuotes",en,pt
294096266625941504,"quem postou aquela foto no meu fb? kkkk que isso alguem ta com a senha",en,pt
294096266630152195,"Sanırım hamza beni dövücek",tr,pt
294096266617565184,"@Vodkaffeine eso es porque no duermes xddddddd",es,pt
294096266630164481,"RT @Ciriacoco: Respeto a quien me respeta, olvido a quien me olvida.",es,pt
294096266604986369,"Ser resiliente é bom? - http://t.co/Nb9yVRSv http://t.co/aC1a1qut via @exame_blogs",es,pt
294096266617552897,"@rad1098 ???????",ja,pt
294096266613379072,"@kissvato ooownt, eu tbm kkk.. é Semi tbm né? kkkkk (nao nao, se voce esta falando que quer ver esse video..) kkkk eu sou lerda kkk",pt,pt
294096266609184769,"Taroan ama doi ..",id,pt
294096266613362689,"RT @ShadyInfinite: Em kills that verse on No Love. I mean absolutely butchers it. destroys it. murders it. wayne musta fell off his seat ...",en,pt
294096266617552898,"gayamu ndes RT @LuckmanRivai: duh lagu 'Can't Take My Eyes Of You' keputer di winem.. berasa nostalgia jaman padus sekolah ini.. :(((",en,pt
